id,role,type,job_desc,year,qualification,experience,tech_skills,soft_skills
81,AI Engineer,Senior,"Software Requirements
• In-depth expertise in Generative AI and Agentic AI technologies
• Programming proficiency in Python, with experience in frameworks such as PyTorch, TensorFlow, or similar for AI model development
• Familiarity with cloud AI services like AWS SageMaker, Azure Machine Learning, or GCP AI platform
• Understanding of APIs and integrations for deploying AI models effectively
• Experience with data management tools and version control systems like Git
• Knowledge of blockchain and IoT as they relate to AI deployment
• Experience using automation and orchestration tools in AI workflows 
• Programming Languages: Python (required), R, Java (preferred)
• AI Frameworks & Libraries: PyTorch, TensorFlow, GPT/Transformers, OpenAI API, Hugging Face (required)
• Data Management: Data preprocessing, management, and model training data pipelines
• Cloud Technologies: AWS, Azure, GCP (preferred)
• Model Deployment & APIs: REST API development, containerization with Docker, orchestration with Kubernetes
• Tools & Methodologies: Agile, CI/CD pipelines, Git version control, model versioning tools
• Security & Ethics: Data privacy, AI fairness, and compliance considerations
Experience Requirements
• At least 5-7 years of experience in software development and leading technology projects
• Proven track record of delivering AI solutions that enhance business operations
• Experience mentoring engineering teams in AI project execution
• Industry experience in banking, finance, or enterprise environments preferred
• Alternative experience: extensive innovation in AI, natural language processing, or digital transformation initiatives ",2026,Bachelors/Masters,5-10,"Python, GenAI, TensorFlow/Pytorch, AWS/Azure, MCP, ML, APIs, Git, Github, Python, Java, Docker, Kubernetes, CI/CD, NLP","Communication, Problem Solving, Analytical Skills"
82,AI Engineer,Senior,"• Strong academic record — B.Tech / B.E. / M.Tech / MCA in Computer Science or a related field from a reputable institution (or equivalent).
• 2–3 years in software / integration engineering, with hands-on third-party API and systems-integration work.
• Strong data structures, algorithms, and problem-solving skills.
• Hands-on MCP experience (building or integrating MCP servers/clients) is a strong plus; otherwise solid API-integration depth with eagerness to ramp on MCP.
Preferred Certifications
• OAuth 2.0 / OpenID Connect or relevant identity/security certification
• Any recognised cloud certification (Azure / AWS / GCP) is a plus
Soft Skills & Cultural Fit
• Security-first instinct — assumes external services are hostile until proven otherwise.
• Strong analytical and debugging skills across system boundaries (auth, networking, schema mismatches).
• Clear written communication — produces precise integration docs and runbooks.
• Collaborative; comfortable engaging both internal engineers and external vendor teams. ",2026,Bachelors/Masters,1-5,"Python, MCP, APIs, AWS/Azure, ML","Communication, Problem Solving, Analytical Skills"
83,AI Engineer,Senior,"• Minimum of 4 years of experience as a software engineer
• Professional experience integrating LLMs into a software product (experience building a chatbot or using simple coding assistants is not sufficient)
• Experience shipping a production system where a self-improving agent drove the iteration on the system itself (e.g., designed its own tools, refined its own reward function, etc.)
• Experience curating evaluation or regression sets driving self-improving systems and defining measurable success criteria
• Experience with modern agent-orchestration tooling (e.g., LangChain, LangGraph)",2026,,1-5,"Python, LLMs, LangChain, LangGraph, Agents, APIs, ","Communication, Problem Solving"
84,AI Engineer,Junior,"• Bachelor’s degree in Computer Science, Artificial Intelligence, Data Science, or a related field; or High School Diploma/General Education Degree and 4+ years of relevant as outlined in the essential duties in lieu of Bachelor’s Degree.
• Professional experience in AI/ML model development.
• Demonstrated ability working with machine learning frameworks, programming languages like Python, and cloud platforms.
• Demonstrated ability to learn new technologies.
• Demonstrated understanding of ethical considerations in AI systems.
• Strong analytical and problem-solving skills with understanding of AI/ML techniques.
Preferred Qualifications:
• Experience deploying Gen AI solutions at scale.
• Experience fine tuning LLMs, SLMs, teacher-student frameworks and model distillation.
• Familiarity with human in the loop methods for aligning LLMs with human preferences.
• Familiarity with agentic framework platforms and concepts. Experience deploying agentic-based solutions is a plus. ",2026,Bachelors,0-1,"Python, ML, TensorFlow/PyTorch, GenAI, LLMs, ","Communication, Problem Solving"
85,AI Engineer,Senior,"Senior AI/ML Engineer – GenAI, LLM, Data Science &
MLOps
Experience: 6–7 Years
Location: On-site
Employment Type: Full-time
Notice Period: Immediate Joiners, 15 Days to 1 Month Preferred
About the Role
We are looking for a highly skilled Senior AI/ML Engineer to lead the design, development,
deployment, and optimization of scalable AI solutions. ",2026,None,5-10,"Python, ML, GenAI, LLMs, MLOps, APIs","Communication, Problem Solving"
86,AI Engineer,Senior,"- Significant experience in design (architecture, design patterns, reliability, and scaling) and implementation or enhancement of new and current systems
- Significant experience in system engineering involving analytical systems design and implementation
- Fluency and specialization with modern languages such as Java, C# or Python
- Experience in building products using microservices architectural patterns and extensible REST APIs
- Familiarity with continuous delivery and infrastructure as code
- Proven experience in cloud, DevOps, or AI modernization initiatives
- Strong understanding of LLMs, automation, and engineering toolchains
- Ability to translate AI innovation into business and productivity impact ",2026,None,1-5,"Python, System Design, Java, C#, AIPs, MLOps, LLMs","Communication, Problem Solving"
87,AI Engineer,Senior,"• Minimum four years of experience building, training, and deploying machine learning models with measurable real-world impact
• Deep proficiency in Python and frameworks such as PyTorch or JAX; expertise in model design and optimization
• Proven experience fine-tuning and deploying large pre-trained and foundation models including language and scientific models
• Strong understanding of model evaluation including benchmarking, cross-validation, and performance across data distributions
• Experience with distributed training and large-scale computing environments for high-performance model training
• Hands-on expertise optimizing models and pipelines for latency, throughput, cost, and production performance
• Experience with MLOps practices including experiment tracking, model versioning, reproducibility, and cloud deployment
• Strong problem-solving, collaboration, and communication skills with ability to drive engineering excellence in complex environments ",2026,None,5-10,"Python, ML, TensorFlow/Pytorch, LLMs, MLOps","Communication, Problem Solving"
88,AI Engineer,Senior,"Minimum four years of experience building, training, and deploying machine learning models with measurable real-world impact Deep proficiency in Python and frameworks such as PyTorch or JAX; expertise in model design and optimization Proven experience fine-tuning and deploying large pre-trained and foundation models including language and scientific models Strong understanding of model evaluation including benchmarking, cross-validation, and performance across data distributions Experience with distributed training and large-scale computing environments for high-performance model training Hands-on expertise optimizing models and pipelines for latency, throughput, cost, and production performance Experience with MLOps practices including experiment tracking, model versioning, reproducibility, and cloud deployment Strong problem-solving, collaboration, and communication skills with ability to drive engineering excellence in complex environments ",2026,None,5-10,"Python, ML, Git, Github, MLOps, TensorFlow/PyTorch","Communication, Problem Solving"
89,AI Engineer,Junior,"M.Tech (CS/IT) - Mandatory- Freshers (0 yrs) OR 1-2 years of experience in AI/ML- Strong interest in AI, machine learning, and automationKey Responsibilities : Build AI Solutions : - Develop AI/ML models and GenAI applications using LLMs- Build RAG pipelines, NLP models, and automation workflows- Work on real-world use cases across insurance & operationsCoding & Development (Core Focus) : - Write clean, scalable code using Python and ML frameworks- Work with HuggingFace, PyTorch, LangChain, APIs, and SQL- Design and implement end-to-end AI workflowsExperiment & Learn : - Work on prompt engineering, fine-tuning, and model optimisation- Explore techniques like LoRA / QLoRA, embeddings, vector DBs- Continuously experiment with new AI approaches and toolsDeployment & Integration : - Assist in deploying models using basic MLOps practices- Integrate AI solutions with internal systems via APIs and data pipelinesDrive Business Impact : - Understand business problems and convert them into AI use cases- Deliver measurable impact like: Process automation, TAT reduction, Efficiency improvement ",2026,Masters,1-5,"Python, ML, MLOps, Git, Github, LLMs, NLP, RAG, Agents, HuggingFace, TensorFlow/PyTorch, LangChain, APIs, SQL, VectorDB","Communication, Problem Solving"
90,AI Engineer,Senior,"• • 6-12 years of software engineering experience, with at least 2 years focused on AI/ML application development.
• • Hands-on experience shipping LLM-powered applications to real users or stakeholders: RAG pipelines, prompt engineering at system level, agentic workflows.
• • Production-level proficiency in Python and/or TypeScript for rapid prototyping.
• • Experience with cloud AI platforms—AWS Bedrock strongly preferred; SageMaker, Azure AI, or Anthropic Claude acceptable.
• • Working experience with agentic AI frameworks: LangChain, LangGraph, CrewAI, AWS Strands Agents, Claude Managed Agents, AWS Agentcore, or equivalent.
• • Strong API integration skills: REST, webhooks, MCP or similar agent-to-service patterns.
• • Demonstrated ability to facilitate business discovery sessions and present demos to technical & non-technical stakeholders.
• • Experience pairing with distributed teams to develop production-grade agentic AI systems.
• • Primary interface with Lead AI Solutions Architects and business stakeholders.
• • Requires strong English communication, executive presence, and async documentation discipline.
• • Bachelor’s degree in computer science, Software Engineering, AI/ML, or related field.
• • Agile/Scrum experience.
• • Builds RAG pipelines, API integrations, agentic workflow components, and prompt systems.
• • Writes transition documentation, contributes to Confluence knowledge base.
• • Must demonstrate strong async communication, self-direction, and clean handoff discipline.
Required Experience
• • Has shipped at least one highly performant and reliable production grade LLM-powered agentic AI application to real users or business stakeholders (not just Kaggle or personal projects).
• • Can write production-quality Python or TypeScript.
• • Can explain what RAG is, what agentic workflows are, and when you would (and would not) use each.
• • Has worked with at least one cloud AI platform (AWS Bedrock preferred).
• • Comfortable with ambiguity — can define scope from an unstructured problem statement.
Preferred
• • Experience with AI evaluation frameworks, prompt testing, and LLM output quality assurance.
• • Background in digital marketing technology, SaaS platforms, or sales/marketing operations.
• • Familiarity with AI Development Lifecycle (AI-DLC) methodologies.
• • Experience with Agent-to-Agent(A2A) integration. ",2026,None,5-10,"Python, ML, RAG, VectorDB, APIs, LLMs, AWS/Azure, MCP, Agents, LangChain, LangGraph, Prompt Engineering","Communication, Problem Solving, Analytical Skills"
